Glottocode	Name	Family_ID	Macroarea	Longitude	Latitude	Endangerment	English_variety_outside_Eurasia
paus1244	Warázu	tupi1275	South America	-63.1903	-12.8553	Nearly extinct	0
jora1240	Jorá	tupi1275	South America	-63.2094	-15.7492	Extinct	0
siri1273	Sirionó	tupi1275	South America	-63.9688	-15.5298	Nearly extinct	0
yuqu1240	Yuqui	tupi1275	South America	-64.9438	-16.7875	Shifting	0
ache1246	Aché	tupi1275	South America	-56.4697	-25.5865	Moribund	0
xeta1241	Xetá	tupi1275	South America	-52.2266	-24.9408	Extinct	0
west2640	Western Bolivian Guaraní	tupi1275	South America	-64.1662	-20.2819	Shifting	0
tapi1253	Tapieté	tupi1275	South America	-62.684	-21.4169	Shifting	0
east2555	Eastern Bolivian Guaraní	tupi1275	South America	-63.37	-20.42	Threatened	0
mbya1239	Mbyá Guaraní	tupi1275	South America	-52.711	-26.0188	Threatened	0
chir1286	Chiripá	tupi1275	South America	-55.051	-25.6521	Shifting	0
para1311	Paraguayan Guaraní	tupi1275	South America	-57.08816	-25.60551	Not endangered	0
pait1247	Pai Tavytera	tupi1275	South America	-56.11758	-23.15945	Threatened	0
kaiw1246	Kaiwá	tupi1275	South America	-54.6815	-24.589	Threatened	0
tapi1254	Tapirapé	tupi1275	South America	-50.5438	-10.5373	Shifting	0
suru1261	Suruí Do Pará	tupi1275	South America	-48.588	-5.9271	Shifting	0
para1312	Parakanã	tupi1275	South America	-50.0621	-4.64681	Shifting	0
toca1235	Tocantins Asurini	tupi1275	South America	-49.8991	-3.59359	Shifting	0
turi1247	Turiwára	tupi1275	South America	-49.5	-2	Extinct	0
temb1276	Tenetehara	tupi1275	South America	-48.2359	-2.6123	Moribund	0
guaj1255	Guajajára	tupi1275	South America	-45.7081	-4.69461	Threatened	0
urub1250	Urubú-Kaapor	tupi1275	South America	-46.2204	-2.46455	Shifting	0
avac1239	Avá-Canoeiro	tupi1275	South America	-48.1336	-13.6081	Moribund	0
tacu1234	Tacunyape	tupi1275	South America	-53.750438	-4.562946	Extinct	0
guaj1256	Guajá	tupi1275	South America	-46.3683	-3.93574	Shifting	0
aura1243	Aurê y Aurá	tupi1275	South America	-46.792	-4.137	Extinct	0
waya1270	Wayampi	tupi1275	South America	-52.6887	1.73817	Shifting	0
emer1243	Teko	tupi1275	South America	-52.3699	3.23694	Shifting	0
zoee1240	Zo'é	tupi1275	South America	-55.50746	-1.77208	Shifting	0
xing1248	Xingú Asuriní	tupi1275	South America	-52.321	-4.13463	Shifting	0
araw1273	Araweté	tupi1275	South America	-52.5001	-4.90246	Shifting	0
aman1266	Amanayé	tupi1275	South America	-48.6613	-3.79772	Extinct	0
anam1249	Anambé	tupi1275	South America	-49.303	-2.71119	Extinct	0
puru1264	Puruborá	tupi1275	South America	-62.4358	-11.4226	Nearly extinct	0
karo1305	Karo (Brazil)	tupi1275	South America	-61.5691	-10.3342	Shifting	0
urum1250	Urumi	tupi1275	South America	-63.848	-9.08	Extinct	0
arik1264	Arikem	tupi1275	South America	-63.742	-8.924	Extinct	0
kari1311	Karitiâna	tupi1275	South America	-64.1522	-9.37937	Shifting	0
gily1242	Amur Nivkh	nivk1234	Eurasia	140.681	52.59	Moribund	0
sakh1247	Sakhalin Nivkh	nivk1234	Eurasia	143.1628	51.7814	Moribund	0
pure1242	Purepecha	tara1323	North America	-101.631	19.2467	Shifting	0
west2631	Western Highland Purepecha	tara1323	North America	-102.154	19.5392	Shifting	0
djin1251	Jingulu	mirn1241	Australia	133.659	-17.165	Moribund	0
wamb1258	Wambayan	mirn1241	Australia	135.683	-17.496	Nearly extinct	0
ngar1283	Ngarnka	mirn1241	Australia	134.73	-17.42	Extinct	0
nung1291	Nungali	mirn1241	Australia	131.641	-14.9109	Extinct	0
djam1255	Jaminjung-Ngaliwurru	mirn1241	Australia	130.06	-15.0558	Shifting	0
siaw1243	Siawi	amto1249	Papunesia	141.42	-4.05312	Moribund	0
amto1250	Amto	amto1249	Papunesia	141.339	-4.12165	Shifting	0
bert1249	Berti	saha1256	Africa	25.83	14.67	Extinct	0
zagh1240	Beria	saha1256	Africa	23.4626	17.4842	Not endangered	0
cent2050	Central Kanuri	saha1256	Africa	13.13	11.8	Not endangered	0
mang1399	Manga Kanuri	saha1256	Africa	10.701	13.557	Not endangered	0
bilm1238	Bilma Kanuri	saha1256	Africa	13.0665	19.1	Not endangered	0
kane1243	Kanembu	saha1256	Africa	14.8437	13.8749	Not endangered	0
tarj1235	Tarjumo	saha1256	Africa	13.157959	11.852298	Extinct	0
tuma1248	Tumari Kanuri	saha1256	Africa	13.1571	14.2584	Not endangered	0
teda1241	Tedaga	saha1256	Africa	14.7717	18.0426	Threatened	0
daza1242	Dazaga	saha1256	Africa	15.8517	15.7358	Not endangered	0
owin1240	Owiniga	left1242	Papunesia	141.697	-4.47476	Shifting	0
nimo1247	Nimo	left1242	Papunesia	141.578	-4.3582	Shifting	0
nakw1240	Nakwi	left1242	Papunesia	141.601	-4.27412	Shifting	0
amap1240	Ama (Papua New Guinea)	left1242	Papunesia	141.658	-4.20192	Threatened	0
bopa1235	Bo (Papua New Guinea)	left1242	Papunesia	141.45	-4.32114	Moribund	0
iter1241	Iteri	left1242	Papunesia	141.585	-4.11998	Shifting	0
jebe1250	Jebero	cahu1265	South America	-76.4103	-5.40317	Nearly extinct	0
chay1248	Shawi	cahu1265	South America	-76.8252	-5.63764	Threatened	0
jesu1239	Jesuit-Maynas	cahu1265	South America	-76.577683	-4.444587	Extinct	0
amar1274	Amarakaeri	hara1260	South America	-70.5533	-12.4931	Shifting	0
huac1244	Huachipaeri	hara1260	South America	-71.22749	-13.31951	Nearly extinct	0
roco1235	Rocorona	chap1271	South America	-63.9917	-12.683215	Extinct	0
nape1237	Napeca	chap1271	South America	-63.1	-15.3	Extinct	0
urup1245	Urupa	chap1271	South America	-62.75	-10.25	Extinct	0
yaru1257	Yaru	chap1271	South America	-62	-10.25	Extinct	0
wany1246	Wanyam	chap1271	South America	-63.1	-12.1	Extinct	0
wari1268	Wari'	chap1271	South America	-64.56152	-10.69948	Shifting	0
orow1243	Oro Win	chap1271	South America	-64.0299	-10.737	Nearly extinct	0
tora1263	Torá	chap1271	South America	-61.7416	-6.19532	Extinct	0
kuyu1236	Kuyubi	chap1271	South America	-64	-11.75	Nearly extinct	0
iten1243	Itene	chap1271	South America	-64.9841	-12.2994	Moribund	0
chap1269	Chapakura	chap1271	South America	-62.2	-14.8	Extinct	0
kite1237	Kitemoka	chap1271	South America	-62.75	-16	Extinct	0
djee1236	Djeebbana	mani1293	Australia	134.097	-12.0133	Shifting	0
naka1260	Nakara	mani1293	Australia	134.32729	-12.07653	Moribund	0
gura1252	Guragone	mani1293	Australia	134.09501	-12.66855	Nearly extinct	0
bura1267	Burarra	mani1293	Australia	134.365	-12.3061	Shifting	0
bakw1243	Bakwé	krua1234	Africa	-6.51077	5.23123	Not endangered	0
wane1242	Wané	krua1234	Africa	-6.44406	4.85171	Threatened	0
kodi1246	Kodia	krua1234	Africa	-6.31915	5.49671	Threatened	0
neyo1238	Neyo	krua1234	Africa	-6.08043	4.95048	Not endangered	0
yoco1235	Yocoboué Dida	krua1234	Africa	-5.12242	5.40126	Not endangered	0
gabo1234	Gabogbo	krua1234	Africa	-5.841819	5.964761	Threatened	0
lako1244	Lakota Dida	krua1234	Africa	-5.40633	5.86012	Not endangered	0
gagn1235	Gagnoa Bété	krua1234	Africa	-5.9701	6.10051	Not endangered	0
kouy1238	Kouya	krua1234	Africa	-6.5685	7.27375	Not endangered	0
guib1246	Guiberoua Béte	krua1234	Africa	-6.51291	6.13837	Not endangered	0
godi1239	Godié	krua1234	Africa	-5.82696	5.3944	Not endangered	0
dalo1238	Daloa Bété	krua1234	Africa	-6.63944	6.69281	Not endangered	0
kuwa1247	Kuwaa	krua1234	Africa	-9.9765	7.54885	Not endangered	0
pyek1235	Pye Krumen	krua1234	Africa	-7.01481	5.00716	Not endangered	0
tepo1239	Tepo Krumen	krua1234	Africa	-7.66346	5.16267	Not endangered	0
plap1239	Plapo Krumen	krua1234	Africa	-7.30644	4.56109	Moribund	0
sout2826	Southern Grebo	krua1234	Africa	-7.56872	4.47607	Not endangered	0
nort2810	Northern Grebo	krua1234	Africa	-8.1409	5.17103	Not endangered	0
barc1235	Barclayville Grebo	krua1234	Africa	-8.09378	4.67843	Not endangered	0
cent2041	Central Grebo	krua1234	Africa	-7.88667	4.88038	Not endangered	0
gbol1235	Gboloo Grebo	krua1234	Africa	-7.66699	4.75405	Not endangered	0
tiag1235	Tiagbamrin Aizi	krua1234	Africa	-4.62352	5.28022	Not endangered	0
mobu1235	Mobumrin Aizi	krua1234	Africa	-4.47303	5.26847	Shifting	0
nyab1255	Nyabwa	krua1234	Africa	-6.84428	6.87615	Not endangered	0
east2414	Konobo-Eastern Krahn	krua1234	Africa	-7.85454	5.83555	Not endangered	0
weno1238	Wobe-Wè Northern	krua1234	Africa	-7.24617	7.40391	Not endangered	0
glio1241	Glio-Oubi	krua1234	Africa	-7.50585	5.39966	Threatened	0
glar1241	Glaro-Twabo	krua1234	Africa	-7.50317	5.23264	Threatened	0
sapo1251	Sapo	krua1234	Africa	-8.49229	5.69555	Not endangered	0
west2488	Western Krahn	krua1234	Africa	-8.40954	6.14415	Not endangered	0
daho1238	Daho-Doo	krua1234	Africa	-7.3558	5.72458	Shifting	0
weso1238	Wè Southern	krua1234	Africa	-7.63427	6.50013	Not endangered	0
wewe1238	Wè Western	krua1234	Africa	-8.40234	6.36463	Not endangered	0
taju1238	Tajuasohn	krua1234	Africa	-8.98904	5.50685	Not endangered	0
klao1243	Klao	krua1234	Africa	-8.85	5.05	Not endangered	0
gbii1242	Gbii	krua1234	Africa	-8.9346	5.87021	Shifting	0
dewo1238	Dewoin	krua1234	Africa	-10.9076	6.56113	Shifting	0
nucl1418	Bassa	krua1234	Africa	-11.543	7.27501	Not endangered	0
chiq1248	Lomeriano-Ignaciano Chiquitano	chiq1253	South America	-61.817795	-16.769554	Shifting	0
sanm1288	Migueleño Chiquitano	chiq1253	South America	-60.960861	-16.669596	Nearly extinct	0
mani1235	Sougb	east1459	Papunesia	133.95	-1.49611	Not endangered	0
mosk1236	Moskona	east1459	Papunesia	133.145	-1.62201	Not endangered	0
meya1236	Meyah	east1459	Papunesia	133.618	-1.18016	Not endangered	0
amal1242	Amal	sepi1257	Papunesia	141.995	-4.04517	Shifting	0
abau1245	Abau	sepi1257	Papunesia	141.324	-3.97222	Shifting	0
sani1270	Saniyo-Hiyewe	sepi1257	Papunesia	142.369	-4.4376	Shifting	0
niks1238	Niksek	sepi1257	Papunesia	142.45	-4.82581	Shifting	0
hewa1241	Hewa	sepi1257	Papunesia	142.551	-5.03635	Shifting	0
piam1243	Piame	sepi1257	Papunesia	142.784	-4.85835	Moribund	0
bisi1244	Bisis	sepi1257	Papunesia	143.058	-4.46238	Shifting	0
mari1432	Mari (East Sepik Province)	sepi1257	Papunesia	142.963	-4.46436	Shifting	0
suma1269	Sumariup	sepi1257	Papunesia	143.239	-4.73083	Moribund	0
kapr1245	Kapriman	sepi1257	Papunesia	143.241	-4.51011	Threatened	0
wata1251	Watakataui	sepi1257	Papunesia	143.005	-4.58965	Shifting	0
wagu1234	Wagu	sepi1257	Papunesia	142.726795	-4.380424	Nearly extinct	0
bahi1254	Bahinemo	sepi1257	Papunesia	142.832	-4.55527	Threatened	0
nigi1241	Nigilu	sepi1257	Papunesia	142.55	-4.45	Nearly extinct	0
beri1253	Berinomo	sepi1257	Papunesia	142.463	-4.41689	Shifting	0
kani1285	Kaningra	sepi1257	Papunesia	143.192	-4.49681	Shifting	0
alam1246	Alamblak	sepi1257	Papunesia	143.316	-4.66307	Shifting	0
awtu1239	Awtuw	sepi1257	Papunesia	141.928	-3.53129	Shifting	0
kara1495	Karawa	sepi1257	Papunesia	142.018	-3.69933	Moribund	0
pouy1238	Pouye	sepi1257	Papunesia	141.864	-3.72704	Shifting	0
iwam1256	Iwam	sepi1257	Papunesia	141.817	-4.27346	Shifting	0
sepi1255	Sepik Iwam	sepi1257	Papunesia	142.117	-4.30928	Shifting	0
chen1259	Chenapian	sepi1257	Papunesia	142.317	-4.25154	Shifting	0
woga1249	Wogamusin	sepi1257	Papunesia	142.401	-4.22936	Shifting	0
kwom1262	Kwoma	sepi1257	Papunesia	142.664	-4.08721	Shifting	0
mend1268	Mende (Papua New Guinea)	sepi1257	Papunesia	142.683	-3.67233	Shifting	0
kwan1278	Kwanga	sepi1257	Papunesia	142.711	-3.74263	Shifting	0
awun1245	Auwon	sepi1257	Papunesia	141.999	-3.79671	Shifting	0
akkk1240	Ak	sepi1257	Papunesia	141.784	-3.57026	Moribund	0
nami1256	Namia	sepi1257	Papunesia	141.788	-3.85538	Threatened	0
pahi1246	Pahi	sepi1257	Papunesia	142.299	-3.79935	Shifting	0
mehe1243	Mehek	sepi1257	Papunesia	142.498	-3.70927	Shifting	0
yess1239	Yessan-Mayo	sepi1257	Papunesia	142.574	-4.15721	Shifting	0
ayip1235	Ayi (Papua New Guinea)	sepi1257	Papunesia	142.407	-3.95946	Shifting	0
pasi1259	Pasi	sepi1257	Papunesia	142.307	-3.95195	Shifting	0
kalo1262	Kalou	sepi1257	Papunesia	142.217	-3.93985	Shifting	0
nade1244	Nadëb	nada1235	South America	-66.3068	-1.24449	Shifting	0
daww1239	Dâw	nada1235	South America	-67.2934	-0.1177	Shifting	0
yuhu1238	Yuhup	nada1235	South America	-69.8079	0.2485	Threatened	0
hupd1244	Hup	nada1235	South America	-69.8359	0.58622	Not endangered	0
mula1254	Mulaha	kwal1257	Papunesia	147.45	-9.68333	Extinct	0
hume1246	Humene	kwal1257	Papunesia	147.562	-9.70693	Not endangered	0
uare1241	Uare	kwal1257	Papunesia	147.687	-9.69571	Not endangered	0
dadi1250	Dadibi	tebe1251	Papunesia	144.511	-6.65765	Not endangered	0
folo1238	Folopa	tebe1251	Papunesia	144.458	-6.86321	Not endangered	0
taua1242	Tauade	goil1242	Papunesia	147.094	-8.3486	Not endangered	0
bian1252	Biangai	goil1242	Papunesia	146.765	-7.33882	Not endangered	0
kuni1267	Kunimaipa	goil1242	Papunesia	146.908	-8.09371	Not endangered	0
fuyu1242	Fuyug	goil1242	Papunesia	147.312	-8.6371	Not endangered	0
weri1253	Weri	goil1242	Papunesia	146.914	-7.71834	Not endangered	0
wocc1242	Woccon	siou1252	North America	-77.985987	35.379075	Extinct	0
cata1286	Catawba	siou1252	North America	-80.8857	34.9685	Extinct	0
mand1446	Mandan	siou1252	North America	-101	46.83	Extinct	0
tute1247	Tutelo	siou1252	North America	-78.75	37.67	Extinct	0
ofoo1242	Ofo	siou1252	North America	-91.75	30.43	Extinct	0
bilo1248	Biloxi	siou1252	North America	-89.1951	31.32	Extinct	0
hida1246	Hidatsa	siou1252	North America	-102	47.33	Nearly extinct	0
crow1244	Crow	siou1252	North America	-107.874	45.368	Shifting	0
iowa1245	Iowa-Oto	siou1252	North America	-95.5213	40.0511	Extinct	0
hoch1243	Ho-Chunk	siou1252	North America	-88.5	43.5	Shifting	0
ston1242	Stoney	siou1252	North America	-114.984	51.1939	Shifting	0
assi1247	Assiniboine	siou1252	North America	-106.068	49.2923	Shifting	0
lako1247	Lakota	siou1252	North America	-103.95	46.3699	Shifting	0
dako1258	Dakota	siou1252	North America	-96.58	45.86	Shifting	0
quap1242	Quapaw	siou1252	North America	-92	34.15	Extinct	0
omah1247	Omaha-Ponca	siou1252	North America	-96.5295	42.0944	Moribund	0
kans1243	Kansa	siou1252	North America	-94.4	39	Extinct	0
osag1243	Osage	siou1252	North America	-96.2949	36.7828	Extinct	0
gara1269	Garrwa	garr1260	Australia	137.72014	-17.4504	Moribund	0
wany1247	Wanyi	garr1260	Australia	137.608	-18.6529	Extinct	0
kwam1249	Gwama	koma1264	Africa	34.2457	9.50836	Threatened	0
opuu1239	Opo	koma1264	Africa	33.853	8.47526	Shifting	0
uduk1239	Uduk	koma1264	Africa	34.2293	9.16012	Not endangered	0
komo1258	Komo (Sudan-Ethiopia)	koma1264	Africa	34.0939	8.94162	Shifting	0
nort2951	Northwest Maidu	maid1262	North America	-121.368	39.6721	Extinct	0
vall1252	Valley Maidu	maid1262	North America	-121.191	39.8078	Extinct	0
nise1244	Nisenan	maid1262	North America	-120.393	38.047	Extinct	0
nort2952	Northeast Maidu	maid1262	North America	-120.645	40.4102	Extinct	0
taik1255	Taikat	bord1247	Papunesia	140.7495	-2.9408	Shifting	0
awyi1241	Awyi	bord1247	Papunesia	140.604	-3.00564	Shifting	0
ning1275	Ningera	bord1247	Papunesia	141.454	-2.77145	Shifting	0
ainb1238	Ainbai	bord1247	Papunesia	141.149	-3.09214	Shifting	0
kilm1241	Kilmeri	bord1247	Papunesia	141.191	-2.88607	Shifting	0
pagi1244	Pagi	bord1247	Papunesia	141.246	-3.04649	Shifting	0
aman1265	Amanab	bord1247	Papunesia	141.178	-3.51516	Shifting	0
mane1266	Manem	bord1247	Papunesia	141.02	-2.99145	Shifting	0
daon1243	Daonda	bord1247	Papunesia	141.22	-3.31443	Shifting	0
seng1285	Senggi	bord1247	Papunesia	140.77	-3.41983	Shifting	0
wari1266	Waris	bord1247	Papunesia	140.931	-3.139	Shifting	0
auwe1239	Auwe	bord1247	Papunesia	141.254	-3.33662	Shifting	0
imon1245	Imonda	bord1247	Papunesia	141.171	-3.31228	Shifting	0
umed1238	Umeda-Punda	bord1247	Papunesia	141.157	-3.34565	Threatened	0
sowa1245	Sowanda	bord1247	Papunesia	140.92	-3.28373	Shifting	0
tuwa1242	Tuwari	wali1264	Papunesia	142.095	-4.80315	Moribund	0
yawi1238	Yawiyo	wali1264	Papunesia	142.112	-4.58133	Moribund	0
peii1238	Pei	wali1264	Papunesia	142.247	-4.43974	Moribund	0
nucl1453	Walio	wali1264	Papunesia	142.231	-4.41234	Shifting	0
kono1241	Konomihu	shas1238	North America	-123.310776	41.263356	Extinct	0
shas1239	Shasta	shas1238	North America	-122.738	41.7587	Extinct	0
okwa1235	Okwanuchu	shas1238	North America	-122.27049	41.20576	Extinct	0
newr1237	New River Shasta	shas1238	North America	-123.179627	41.100052	Extinct	0
lowe1407	Lower-Nosop	tuuu1241	Africa	20.588827	-25.54522	Extinct	0
huaa1248	East Taa	tuuu1241	Africa	20.79583	-24.20022	Shifting	0
nuuu1241	Ghaap-Kalahari	tuuu1241	Africa	19.0841	-29.7054	Nearly extinct	0
xamm1241	/Xam	tuuu1241	Africa	20.1733	-31.7612	Extinct	0
dans1240	Danster !Ui	tuuu1241	Africa	24.86	-28.11	Extinct	0
nngg1234	N||ng	tuuu1241	Africa	19.08408	-29.70543	Nearly extinct	0
kxau1242	/=Ungkue	tuuu1241	Africa	22.2901	-29.4046	Extinct	0
vaal1235	Vaal-Orange	tuuu1241	Africa	26.11	-29.55	Extinct	0
gane1238	!Gã!ne	tuuu1241	Africa	28.75	-31.32	Extinct	0
xegw1238	//Xegwi	tuuu1241	Africa	30.4028	-26.3407	Extinct	0
sero1239	Seroa	tuuu1241	Africa	22.0021	-33.0386	Extinct	0
jiam1236	Jiamao	taik1256	Eurasia	109.854	18.5548	Not endangered	0
hlai1239	Hlai	taik1256	Eurasia	109.459	18.8062	Not endangered	0
cunn1236	Cun	taik1256	Eurasia	108.743	19.2182	Moribund	0
baha1256	Baha Buyang	taik1256	Eurasia	104.449	23.0105	Moribund	0
laha1250	Laha (Viet Nam)	taik1256	Eurasia	103.86379	21.55149	Moribund	0
whit1266	White Lachi	taik1256	Eurasia	104.66	22.726	Extinct	0
lach1248	Lachi	taik1256	Eurasia	104.776	22.8549	Shifting	0
qaua1234	Central Gelao-Qau	taik1256	Eurasia	106.16455	26.155438	Moribund	0
gela1264	Gelao Mulao	taik1256	Eurasia	107.239537	26.574605	Nearly extinct	0
aoua1234	A'ou	taik1256	Eurasia	105.85	26.8	Nearly extinct	0
redg1235	Red Gelao	taik1256	Eurasia	104.993	23.1868	Nearly extinct	0
whit1267	Duoluo Gelao	taik1256	Eurasia	105.07	23.0196	Moribund	0
gree1278	Hagei Gelao	taik1256	Eurasia	104.698	22.5632	Moribund	0
qabi1235	Pubiao-Qabiao	taik1256	Eurasia	104.812	23.2384	Moribund	0
yero1238	Yerong-Southern Buyang	taik1256	Eurasia	105.754	23.342	Shifting	0
lang1316	Langnian Buyang	taik1256	Eurasia	106.016896	23.550258	Moribund	0
emab1235	E'ma Buyang	taik1256	Eurasia	106.030277	23.604572	Shifting	0
ennn1243	En	taik1256	Eurasia	106.167	22.8386	Shifting	0
tenn1245	T'en	taik1256	Eurasia	107.309	25.6717	Shifting	0
suii1243	Sui	taik1256	Eurasia	106.563	24.0488	Not endangered	0
makc1235	Mak (China)	taik1256	Eurasia	107.726	25.5946	Shifting	0
aich1238	Ai-Cham	taik1256	Eurasia	107.844	25.4908	Threatened	0
chad1240	Chadong	taik1256	Eurasia	109.96041	25.23532	Threatened	0
maon1241	Maonan	taik1256	Eurasia	108.024	25.0169	Shifting	0
mula1253	Mulam	taik1256	Eurasia	108.928	24.8151	Shifting	0
sout2741	Southern Dong	taik1256	Eurasia	109.222	25.8874	Not endangered	0
caom1238	Cao Miao	taik1256	Eurasia	109.547	26.2236	Not endangered	0
nort2735	Northern Dong	taik1256	Eurasia	109.204	26.9944	Threatened	0
tayy1238	Tày	taik1256	Eurasia	106.167	21.6448	Threatened	0
daiz1235	Dai Zhuang	taik1256	Eurasia	104.4	23.4	Threatened	0
tays1238	Tày Sa Pa	taik1256	Eurasia	103.805	22.295	Threatened	0
thai1261	Thai	taik1256	Eurasia	100.671	14.192	Not endangered	0
sout2746	Southern Thai	taik1256	Eurasia	99.7031	6.85668	Not endangered	0
laoo1244	Lao	taik1256	Eurasia	102.46	19	Not endangered	0
yoyy1238	Yoy	taik1256	Eurasia	104.785	17.6215	Shifting	0
nort2741	Northeastern Thai	taik1256	Eurasia	103.67	16.03	Not endangered	0
phua1239	Phuan	taik1256	Eurasia	102.191	17.5207	Not endangered	0
phut1244	Phu Thai	taik1256	Eurasia	104.684233333	17.7544966667	Not endangered	0
ahom1240	Ahom	taik1256	Eurasia	88.464	27.2778	Extinct	0
taiy1242	Tai Ya	taik1256	Eurasia	101.899	23.569	Not endangered	0
taid1250	Tai Dón	taik1256	Eurasia	103.570496667	21.84898	Not endangered	0
tait1248	Tai Thanh	taik1256	Eurasia	104.933	19.66	Not endangered	0
padi1241	Pa Di	taik1256	Eurasia	103.486	26.3112	Shifting	0
tayt1241	Tày Tac	taik1256	Eurasia	104.008	21.3831	Not endangered	0
taid1249	Tai Daeng-Meuay	taik1256	Eurasia	104.625	20.4559	Shifting	0
taip1250	Tai Pao	taik1256	Eurasia	104.658	18.5562	Threatened	0
taid1248	Tai Do-Mene-Yo	taik1256	Eurasia	104.938	19.1801	Threatened	0
nyaw1245	Nyaw	taik1256	Eurasia	104.151	17.1213	Not endangered	0
thai1259	Thai Song	taik1256	Eurasia	99.8651	13.2136	Threatened	0
taid1247	Tai Dam	taik1256	Eurasia	102.928	18.9572	Not endangered	0
tail1247	Tai Long	taik1256	Eurasia	102.407	20.045	Nearly extinct	0
shan1277	Shan	taik1256	Eurasia	98.0342	21.5995	Not endangered	0
tain1252	Tai Nüa	taik1256	Eurasia	99.722	21.7837	Shifting	0
nort2740	Northern Thai	taik1256	Eurasia	100.20739	18.857495	Not endangered	0
khun1259	Khün	taik1256	Eurasia	99.3363	19.6062	Not endangered	0
turu1249	Turung	taik1256	Eurasia	92.2676	26.3441	Extinct	0
aito1238	Aiton	taik1256	Eurasia	92.3169	26.5145	Shifting	0
kham1291	Khamyang	taik1256	Eurasia	93.99325	26.88946	Nearly extinct	0
kham1290	Khamti	taik1256	Eurasia	97.0359	27.6653	Threatened	0
tail1248	Tai Laing	taik1256	Eurasia	95.0772	24.9041	Threatened	0
phak1238	Phake	taik1256	Eurasia	95.8131	27.8197	Shifting	0
taih1246	Tai Hongjin	taik1256	Eurasia	102.586	23.3088	Shifting	0
luuu1242	Lü	taik1256	Eurasia	101.282	21.0321	Not endangered	0
yong1277	Yong	taik1256	Eurasia	98.97646	18.38726	Threatened	0
nong1247	Nong Zhuang	taik1256	Eurasia	104.75	23.6	Not endangered	0
minz1236	Minz Zhuang	taik1256	Eurasia	105.5	23.33	Not endangered	0
yang1286	Yang Zhuang	taik1256	Eurasia	106.393188	23.091864	Not endangered	0
nung1283	Nung (Viet Nam)	taik1256	Eurasia	104.286	20.8965	Not endangered	0
saek1240	Saek	taik1256	Eurasia	104.787	17.4558	Shifting	0
zuoj1238	Zuojiang Zhuang	taik1256	Eurasia	106.9	22.4	Not endangered	0
yong1275	Yongnan Zhuang	taik1256	Eurasia	108	22.8	Not endangered	0
yong1276	Yongbei Zhuang	taik1256	Eurasia	108.15	23.1	Not endangered	0
